关卡id	副本类型	关卡地形	关卡类型	章节（玩法）	关卡	章节（顺序）	前置关卡	大章名	关卡名称	关卡描述	关卡图标	首次通关送魂石	首次通关奖励	小怪id	精英id	BOSS id	陷阱id	npcId	寻路建筑Id	不寻路建筑Id	推荐战力	可否重复打	是否评星	开启等级	次数	魔晶掉落	金币掉落	道具掉落1	道具掉落2	道具掉落3	道具掉落4	道具掉落5	道具掉落6	召唤师经验	英雄经验	消耗体力	任务名称1	任务名称2	任务名称3	游戏失败原因	胜利触发教程	失败触发教程	开始战斗图片	剧情数据	镜头动画数据	副本气泡
10501	1	level05_02	Level	5	1	6	10500	第6章	异形巢穴02	0	iconHQ_01			105001,105002,999107	105011						9554	0	0	18	99	7	1500	121051&100&9	110311&10&1	119997&50&1	119998&5&1		121998&20&1,123001&5&1	6	65	6	击杀守关精英						label_mission17	0	0	
10502	1	level05_02	Level	5	2	6	10501	第6章	异形巢穴03	0	iconHQ_01			105001,105002,999107	105021						9564	0	0	18	99	7	1500	121051&100&9	110311&10&1	119997&50&1	119998&5&1		121998&20&1,123001&5&1	6	65	6	击杀守关精英						label_mission17	0	0	
10503	1	level05_03	Level	5	3	6	10502	第6章	异形巢穴04	0	iconHQ_01			105031,105032,999108	105034		105036		105035		9728	1	1	18	99	7	1500		110011&10&1	119997&50&1	119998&5&1		121998&20&1,123001&5&1	6	65	6	安全逃脱追杀	没有英雄死亡	击杀20个小怪				label_mission13	a&105031,b&105032	a	
10504	1	level05_02	Level	5	4	6	10503	第6章	异形巢穴05	0	iconHQ_01			105031,105032,999108	105011						9738	0	0	18	99	7	1500	121051&100&9	110011&10&1	119997&50&1	119998&5&1		121998&20&1,123001&5&1	6	65	6	击杀守关精英						label_mission17	0	0	
10505	1	level05_02	Level	5	5	6	10504	第6章	异形巢穴06	0	iconHQ_01			105031,105032,999108	105021						9748	0	0	18	99	7	1500	121051&100&9	110011&10&1	119997&50&1	119998&5&1		121998&20&1,123001&5&1	6	65	6	击杀守关精英						label_mission17	0	0	
10506	1	level05_06	Level	5	6	6	10505	第6章	异形巢穴07	0	iconHQ_01			105061,105062,999109					105064	999002	10071	1	1	18	99	7	1500		110211&10&1	119997&50&1	119998&5&1		121998&20&1,123001&5&1	6	65	6	保护魔能水晶	水晶生命高于70%	找到2个宝箱				label_mission15	a&105061	0	
10507	1	level05_02	Level	5	7	6	10506	第6章	异形巢穴08	0	iconHQ_01			105061,105062,999109	105011						10081	0	0	18	99	7	1500	121051&100&9	110211&10&1	119997&50&1	119998&5&1		121998&20&1,123001&5&1	6	65	6	击杀守关精英						label_mission17	0	0	
10508	1	level05_02	Level	5	8	6	10507	第6章	异形巢穴09	0	iconHQ_01			105061,105062,999109	105021						10091	0	0	18	99	7	1500	121051&100&9	110211&10&1	119997&50&1	119998&5&1		121998&20&1,123001&5&1	6	65	6	击杀守关精英						label_mission17	0	0	
10509	1	level05_09	Level	5	9	6	10508	第6章	异形巢穴10	0	iconHQ_01			105091,105092,999109	105094					999002	10302	1	1	18	99	7	1500		110111&10&1	119997&50&1	119998&5&1		121998&20&1,123001&5&1	6	65	6	截杀目标	找到3个宝箱	没有英雄死亡				label_mission12	a&105091,b&105092	0	
10510	1	level05_02	Level	5	10	6	10509	第6章	异形巢穴11	0	iconHQ_01			105091,105092,999109	105011						10312	0	0	18	99	7	1500	121051&100&9	110111&10&1	119997&50&1	119998&5&1		121998&20&1,123001&5&1	6	65	6	击杀守关精英						label_mission17	0	0	
10511	1	level05_02	Level	5	11	6	10510	第6章	异形巢穴12	0	iconHQ_01			105091,105092,999109	105111						10322	0	0	18	99	7	1500	121051&100&9	110111&10&1	119997&50&1	119998&5&1		121998&20&1,123001&5&1	6	65	6	击杀守关精英						label_mission17	0	0	
10512	1	level05_12	Level	5	12	6	10511	第6章	异形巢穴13	0	iconHQ_01		122123&10	105121,105122,999110		105124,105125			999003	105127	11254	1	1	18	99	7	1500		110411&10&1	119997&50&1	119998&5&1		121998&20&1,123001&5&1	6	65	6	击杀BOSS	击杀25个小怪	3分钟内通关				label_mission10	a&105121,b&105122,c&105123	a	
10900	1	level07_00	Level	7	0	7	10512	第7章	科技之堡01	0	iconHQ_01			109001,109002,109003,109004	109005				999003	999002	11454	1	1	21	99	7	1520		110311&12&1	119997&50&1	119998&8&1		121998&20&1,123001&5&1	6	68	6	击杀BOSS	没有英雄死亡	找到隐藏宝箱				label_mission17	0	0	
10901	1	level07_02	Level	7	1	7	10900	第7章	科技之堡02	0	iconHQ_01			109001,109002,109003	109011						11464	0	0	21	99	7	1520	121051&100&9	110311&12&1	119997&50&1	119998&8&1		121998&20&1,123001&5&1	6	68	6	击杀守关精英						label_mission17	0	0	
10902	1	level07_02	Level	7	2	7	10901	第7章	科技之堡03	0	iconHQ_01			109001,109002,109004	109021						11474	0	0	21	99	7	1520	121051&100&9	110311&12&1	119997&50&1	119998&8&1		121998&20&1,123001&5&1	6	68	6	击杀守关精英						label_mission17	0	0	
10903	1	level07_03	Level	7	3	7	10902	第7章	科技之堡04	0	iconHQ_01			109001,109002,109003,109004,999110	109036			109037	109038		12073	1	1	21	99	7	1520		110011&12&1	119997&50&1	119998&8&1		121998&20&1,123001&5&1	6	68	6	保护人质安全	没有水晶被破坏	没有英雄死亡				label_mission15	b&107032	0	
10904	1	level07_02	Level	7	4	7	10903	第7章	科技之堡05	0	iconHQ_01			109001,109002,109003	109041						12083	0	0	21	99	7	1520	121051&100&9	110011&12&1	119997&50&1	119998&8&1		121998&20&1,123001&5&1	6	68	6	击杀守关精英						label_mission17	0	0	
10905	1	level07_02	Level	7	5	7	10904	第7章	科技之堡06	0	iconHQ_01			109001,109002,109004	109021						12093	0	0	21	99	7	1520	121051&100&9	110011&12&1	119997&50&1	119998&8&1		121998&20&1,123001&5&1	6	68	6	击杀守关精英						label_mission17	0	0	
10906	1	level07_06	Level	7	6	7	10905	第7章	科技之堡07	0	iconHQ_01			109001,109002,109003	109065				109066		12693	1	1	21	99	7	1520		110211&12&1	119997&50&1	119998&8&1		121998&20&1,123001&5&1	6	68	6	逃脱追杀	没有英雄死亡	击杀所有小怪				label_mission13	0	0	
10907	1	level07_02	Level	7	7	7	10906	第7章	科技之堡08	0	iconHQ_01			109001,109002,109003	109011						12703	0	0	21	99	7	1520	121051&100&9	110211&12&1	119997&50&1	119998&8&1		121998&20&1,123001&5&1	6	68	6	击杀守关精英						label_mission17	0	0	
10908	1	level07_02	Level	7	8	7	10907	第7章	科技之堡09	0	iconHQ_01			109001,109002,109004	109021						12713	0	0	21	99	7	1520	121051&100&9	110211&12&1	119997&50&1	119998&8&1		121998&20&1,123001&5&1	6	68	6	击杀守关精英						label_mission17	0	0	
10909	1	level07_09	Level	7	9	7	10908	第7章	科技之堡10	0	iconHQ_01			109001,109002,109003,999112	109005		109097,109098			999002,999003	13314	1	1	21	99	7	1520		110111&12&1	119997&50&1	119998&8&1		121998&20&1,123001&5&1	6	68	6	击杀BOSS	找到4个宝箱	没有英雄死亡				label_mission17	0	0	
10910	1	level07_02	Level	7	10	7	10909	第7章	科技之堡11	0	iconHQ_01			109001,109002,109003	109041						13324	0	0	21	99	7	1520	121051&100&9	110111&12&1	119997&50&1	119998&8&1		121998&20&1,123001&5&1	6	68	6	击杀守关精英						label_mission17	0	0	
10911	1	level07_02	Level	7	11	7	10910	第7章	科技之堡12	0	iconHQ_01			109001,109002,109004	109021						13334	0	0	21	99	7	1520	121051&100&9	110111&12&1	119997&50&1	119998&8&1		121998&20&1,123001&5&1	6	68	6	击杀守关精英						label_mission17	0	0	
10912	1	level07_12	Level	7	12	7	10911	第7章	科技之堡13	0	iconHQ_01		122123&10	109001,109002,109003,999112	109011,109125	109128		109126	109129		13934	1	1	21	99	7	1520		110411&12&1	119997&50&1	119998&8&1		121998&20&1,123001&5&1	6	68	6	击杀BOSS	阻止敌人联系援兵	保护水晶不被破坏				label_mission10	b&107122	0	
10600	1	level06_00	Level	6	0	8	10912	第8章	厄运之都01	0	iconHQ_01			106001,106002,106003	106005				106004		15519	1	1	22	99	8	1550		110311&15&1	119997&50&1	119998&10&1		121998&20&1,123001&5&1	6	70	6	解救人质	没有英雄死亡	击杀守卫				label_mission17	a&106001,b&106002	a	
10601	1	level06_02	Level	6	1	8	10600	第8章	厄运之都02	0	iconHQ_01			106001,106002,106011	106012						15529	0	0	22	99	8	1550	121051&100&10	110311&15&1	119997&50&1	119998&10&1		121998&20&1,123001&5&1	6	70	6	击杀守关精英						label_mission17	0	0	
10602	1	level06_02	Level	6	2	8	10601	第8章	厄运之都03	0	iconHQ_01			106001,106002,106011	106021						15539	0	0	22	99	8	1550	121051&100&10	110311&15&1	119997&50&1	119998&10&1		121998&20&1,123001&5&1	6	70	6	击杀守关精英						label_mission17	0	0	
10603	1	level06_03	Level	6	3	8	10602	第8章	厄运之都04	0	iconHQ_01			106031,106032,106033,999110	106035				106036		15824	1	1	22	99	8	1550		110011&15&1	119997&50&1	119998&10&1		121998&20&1,123001&5&1	6	70	6	守护水晶	水晶生命高于50%	没有英雄死亡				label_mission15	a&106031	0	
10604	1	level06_02	Level	6	4	8	10603	第8章	厄运之都05	0	iconHQ_01			106031,106032,106033	106042						15834	0	0	22	99	8	1550	121051&100&10	110011&15&1	119997&50&1	119998&10&1		121998&20&1,123001&5&1	6	70	6	击杀守关精英						label_mission17	0	0	
10605	1	level06_02	Level	6	5	8	10604	第8章	厄运之都06	0	iconHQ_01			106031,106032,106033	106051						15844	0	0	22	99	8	1550	121051&100&10	110011&15&1	119997&50&1	119998&10&1		121998&20&1,123001&5&1	6	70	6	击杀守关精英						label_mission17	0	0	
10606	1	level06_06	Level	6	6	8	10605	第8章	厄运之都07	0	iconHQ_01			106061,106062,106063,999111	106065			106066			16335	1	1	22	99	8	1550		110211&15&1	119997&50&1	119998&10&1		121998&20&1,123001&5&1	6	70	6	护送目标离开	NPC生命高于50%	没有英雄死亡				label_mission14	a&106061,b&106062	0	
10607	1	level06_02	Level	6	7	8	10606	第8章	厄运之都08	0	iconHQ_01			106061,106062,106063	106042						16345	0	0	22	99	8	1550	121051&100&10	110211&15&1	119997&50&1	119998&10&1		121998&20&1,123001&5&1	6	70	6	击杀守关精英						label_mission17	0	0	
10608	1	level06_02	Level	6	8	8	10607	第8章	厄运之都09	0	iconHQ_01			106061,106062,106063	106051						16355	0	0	22	99	8	1550	121051&100&10	110211&15&1	119997&50&1	119998&10&1		121998&20&1,123001&5&1	6	70	6	击杀守关精英						label_mission17	0	0	
10609	1	level06_09	Level	6	9	8	10608	第8章	厄运之都10	0	iconHQ_01			106061,106062,106063,999111	106096,106095					999002	16819	1	1	22	99	8	1550		110111&15&1	119997&50&1	119998&10&1		121998&20&1,123001&5&1	6	70	6	截杀目标	没有英雄死亡	找到3个宝箱				label_mission12	a&106091,b&106092	0	
10610	1	level06_02	Level	6	10	8	10609	第8章	厄运之都11	0	iconHQ_01			106091,106092,106093	106042						16829	0	0	22	99	8	1550	121051&100&10	110111&15&1	119997&50&1	119998&10&1		121998&20&1,123001&5&1	6	70	6	击杀守关精英						label_mission17	0	0	
10611	1	level06_02	Level	6	11	8	10610	第8章	厄运之都12	0	iconHQ_01			106091,106092,106093	106051						16839	0	0	22	99	8	1550	121051&100&10	110111&15&1	119997&50&1	119998&10&1		121998&20&1,123001&5&1	6	70	6	击杀守关精英						label_mission17	0	0	
10612	1	level06_12	Level	6	12	8	10611	第8章	厄运之都13	0	iconHQ_01		122123&15	106121,106122,106123,999111	106125,106126	106127	999111				17280	1	1	22	99	8	1550		110411&15&1	119997&50&1	119998&10&1		121998&20&1,123001&5&1	6	70	6	击杀BOSS	没有英雄死亡	3分钟内通关				label_mission10	a&106121	a	
11000	1	level03_00	Level	3	0	9	10612	第9章	废土之墟01	0	iconHQ_01			110001,110002,999115	110009		110005,110006		999003	999002	19250	1	1	24	99	8	1580		110311&20&1	110321&1&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	80	6	击杀boss	打开2个宝箱	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
11001	1	level03_02	Level	3	1	9	11000	第9章	废土之墟02	0	iconHQ_01			110001,110002	110011						19260	0	0	24	99	8	1580	121051&100&11	110311&20&1	110321&1&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	80	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
11002	1	level03_02	Level	3	2	9	11001	第9章	废土之墟03	0	iconHQ_01			110001,110002,999115	110021						19270	0	0	24	99	8	1580	121051&100&11	110311&20&1	110321&1&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	80	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
11003	1	level03_03	Hide	3	3	9	11002	第9章	废土之墟04	0	iconHQ_01				110031		110005				19766	1	1	24	99	8	1580		110011&20&1	110021&1&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	80	6	击败守护者	英雄生命高于20%	收集30个魔能碎片	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission11	0	0	
11004	1	level03_02	Level	3	4	9	11003	第9章	废土之墟05	0	iconHQ_01			110001,110002	110011						19776	0	0	24	99	8	1580	121051&100&11	110011&20&1	110021&1&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	80	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
11005	1	level03_02	Level	3	5	9	11004	第9章	废土之墟06	0	iconHQ_01			110001,110002,999115	110059						19786	0	0	24	99	8	1580	121051&100&11	110011&20&1	110021&1&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	80	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
11006	1	level03_06	Guard	3	6	9	11005	第9章	废土之墟07	0	iconHQ_01			110001,110002,999115	110009			110064		999002	20284	1	1	24	99	8	1580		110211&20&1	110221&1&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	80	6	护送目标离开	没有英雄死亡	目标血高于50%	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,更嚣张的狂徒遗憾告别了这个世界……			label_mission14	b&103062	0	
11007	1	level03_02	Level	3	7	9	11006	第9章	废土之墟08	0	iconHQ_01			110001,110002	110021						20294	0	0	24	99	8	1580	121051&100&11	110211&20&1	110221&1&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	80	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
11008	1	level03_02	Level	3	8	9	11007	第9章	废土之墟09	0	iconHQ_01			110001,110002,999115	110011						20304	0	0	24	99	8	1580	121051&100&11	110211&20&1	110221&1&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	80	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
11009	1	level03_09	Level	3	9	9	11008	第9章	废土之墟10	0	iconHQ_01			110001,110002	110091		110006			999002	20802	1	1	24	99	8	1580		110111&20&1	110121&1&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	80	6	截杀报信者	打开3个宝箱	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;3,哦漏！目标已成功跳脱！			label_mission12	b&103092	0	
11010	1	level03_02	Level	3	10	9	11009	第9章	废土之墟11	0	iconHQ_01			110001,110002	110011						20812	0	0	24	99	8	1580	121051&100&11	110111&20&1	110121&1&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	80	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
11011	1	level03_02	Level	3	11	9	11010	第9章	废土之墟12	0	iconHQ_01			110001,110002,999115	110059						20822	0	0	24	99	8	1580	121051&100&11	110111&20&1	110121&1&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	80	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
11012	1	level03_12	Level	3	12	9	11011	第9章	废土之墟13	0	iconHQ_01		122123&15	110001,110002,999115		110129	110123		110122,999003		21320	1	1	24	99	8	1580		110411&20&1	110421&1&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	80	6	击杀boss	水晶不被摧毁	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission10	0	0	
10700	1	level07_00	Level	7	0	10	11012	第10章	战争之庭01	0	iconHQ_01			107001,107002,107003,107004	107005				999003	999002	23398	1	1	26	99	8	1600		110311&20&1	110321&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	120	6	击杀BOSS	没有英雄死亡	找到隐藏宝箱				label_mission17	a&107001	a	
10701	1	level07_02	Level	7	1	10	10700	第10章	战争之庭02	0	iconHQ_01			107001,107002,107003	107011						23408	0	0	26	99	8	1600	121051&100&12	110311&20&1	110321&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	120	6	击杀守关精英						label_mission17	0	0	
10702	1	level07_02	Level	7	2	10	10701	第10章	战争之庭03	0	iconHQ_01			107001,107002,107004	107021						23418	0	0	26	99	8	1600	121051&100&12	110311&20&1	110321&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	120	6	击杀守关精英						label_mission17	0	0	
10703	1	level07_03	Level	7	3	10	10702	第10章	战争之庭04	0	iconHQ_01			107031,107032,107033,107034,999110	107036			107037	107038		23647	1	1	26	99	8	1600		110011&20&1	110021&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	120	6	保护人质安全	没有水晶被破坏	没有英雄死亡				label_mission15	a&107031,b&107032	0	
10704	1	level07_02	Level	7	4	10	10703	第10章	战争之庭05	0	iconHQ_01			107031,107032,107033	107011						23657	0	0	26	99	8	1600	121051&100&12	110011&20&1	110021&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	120	6	击杀守关精英						label_mission17	0	0	
10705	1	level07_02	Level	7	5	10	10704	第10章	战争之庭06	0	iconHQ_01			107031,107032,107034	107021						23667	0	0	26	99	8	1600	121051&100&12	110011&20&1	110021&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	120	6	击杀守关精英						label_mission17	0	0	
10706	1	level07_06	Level	7	6	10	10705	第10章	战争之庭07	0	iconHQ_01			107061,107062,107063	107065				107066		24030	1	1	26	99	8	1600		110211&20&1	110221&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	120	6	逃脱追杀	没有英雄死亡	击杀所有小怪				label_mission13	a&107061	a	
10707	1	level07_02	Level	7	7	10	10706	第10章	战争之庭08	0	iconHQ_01			107061,107062,107063	107011						24040	0	0	26	99	8	1600	121051&100&12	110211&20&1	110221&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	120	6	击杀守关精英						label_mission17	0	0	
10708	1	level07_02	Level	7	8	10	10707	第10章	战争之庭09	0	iconHQ_01			107061,107061,107081	107021						24050	0	0	26	99	8	1600	121051&100&12	110211&20&1	110221&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	120	6	击杀守关精英						label_mission17	0	0	
10709	1	level07_09	Level	7	9	10	10708	第10章	战争之庭10	0	iconHQ_01			107091,107092,107093,999112	107095		107097,107098			999002,999003	24280	1	1	26	99	8	1600		110111&20&1	110121&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	120	6	击杀BOSS	找到4个宝箱	没有英雄死亡				label_mission17	a&107091	0	
10710	1	level07_02	Level	7	10	10	10709	第10章	战争之庭11	0	iconHQ_01			107091,107092,107093	107011						24290	0	0	26	99	8	1600	121051&100&12	110111&20&1	110121&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	120	6	击杀守关精英						label_mission17	0	0	
10711	1	level07_02	Level	7	11	10	10710	第10章	战争之庭12	0	iconHQ_01			107091,107092,107081	107021						24300	0	0	26	99	8	1600	121051&100&12	110111&20&1	110121&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	120	6	击杀守关精英						label_mission17	0	0	
10712	1	level07_12	Level	7	12	10	10711	第10章	战争之庭13	0	iconHQ_01		122123&15	107121,107122,107123,999112	107125,107127	107128		107126	107129		24663	1	1	26	99	8	1600		110411&20&1	110421&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	120	6	击杀BOSS	阻止霍尔联系援兵	保护水晶不被破坏				label_mission10	a&107121,b&107122	a	
11100	1	level05_00	Level	5	0	11	10712	第11章	外星溶洞01	0	iconHQ_01			111001,111002,999117	111004					999002	26518	1	1	28	99	8	1610		110311&25&1	110321&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	130	6	击杀BOSS	没有英雄死亡	找到隐藏宝箱				label_mission17	0	0	
11101	1	level05_02	Level	5	1	11	11100	第11章	外星溶洞02	0	iconHQ_01			111003,111002,999117	111011						26528	0	0	28	99	8	1610	121051&100&12	110311&25&1	110321&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	130	6	击杀守关精英						label_mission17	0	0	
11102	1	level05_02	Level	5	2	11	11101	第11章	外星溶洞03	0	iconHQ_01			111003,111002,999117	111021						26538	0	0	28	99	8	1610	121051&100&12	110311&25&1	110321&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	130	6	击杀守关精英						label_mission17	0	0	
11103	1	level05_03	Level	5	3	11	11102	第11章	外星溶洞04	0	iconHQ_01			111003,111002,999117	111034		111036		111035		28372	1	1	28	99	8	1610		110011&25&1	110021&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	130	6	安全逃脱追杀	没有英雄死亡	击杀20个小怪				label_mission13	0	0	
11104	1	level05_02	Level	5	4	11	11103	第11章	外星溶洞05	0	iconHQ_01			111003,111002,999117	111011						28382	0	0	28	99	8	1610	121051&100&12	110011&25&1	110021&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	130	6	击杀守关精英						label_mission17	0	0	
11105	1	level05_02	Level	5	5	11	11104	第11章	外星溶洞06	0	iconHQ_01			111003,111002,999117	111021						28392	0	0	28	99	8	1610	121051&100&12	110011&25&1	110021&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	130	6	击杀守关精英						label_mission17	0	0	
11106	1	level05_06	Level	5	6	11	11105	第11章	外星溶洞07	0	iconHQ_01			111001,111062,999117					111064	999002	30228	1	1	28	99	8	1610		110211&25&1	110221&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	130	6	保护魔能水晶	水晶生命高于70%	找到2个宝箱				label_mission15	0	0	
11107	1	level05_02	Level	5	7	11	11106	第11章	外星溶洞08	0	iconHQ_01			111003,111002,999117	111011						30238	0	0	28	99	8	1610	121051&100&12	110211&25&1	110221&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	130	6	击杀守关精英						label_mission17	0	0	
11108	1	level05_02	Level	5	8	11	11107	第11章	外星溶洞09	0	iconHQ_01			111003,111002,999117	111021						30248	0	0	28	99	8	1610	121051&100&12	110211&25&1	110221&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	130	6	击杀守关精英						label_mission17	0	0	
11109	1	level05_09	Level	5	9	11	11108	第11章	外星溶洞10	0	iconHQ_01			111003,111002,999117	111094					999002	32083	1	1	28	99	8	1610		110111&25&1	110121&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	130	6	截杀目标	找到3个宝箱	没有英雄死亡				label_mission12	b&105092	0	
11110	1	level05_02	Level	5	10	11	11109	第11章	外星溶洞11	0	iconHQ_01			111003,111002,999117	111011						32093	0	0	28	99	8	1610	121051&100&12	110111&25&1	110121&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	130	6	击杀守关精英						label_mission17	0	0	
11111	1	level05_02	Level	5	11	11	11110	第11章	外星溶洞12	0	iconHQ_01			111003,111002,999117	111021						32103	0	0	28	99	8	1610	121051&100&12	110111&25&1	110121&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	130	6	击杀守关精英						label_mission17	0	0	
11112	1	level05_12	Level	5	12	11	11111	第11章	外星溶洞13	0	iconHQ_01		122123&15	111003,111002,999117		111124,111125			999003	111126	33937	1	1	28	99	8	1610		110411&25&1	110421&2&1	119997&50&1	119998&10&1	121998&20&1,123001&5&1	6	130	6	击杀BOSS	击杀25个小怪	没有破坏一个虫卵				label_mission10	0	0	
40100	1	level01_00	Level	1	0	12	11112	第12章	迷失小镇01	0	iconHQ_01			401001	401003						35793	1	1	30	99	9	1620		110311&30&1	110321&2&1	119997&51&1	119998&10&1	121998&20&1,123001&5&1	6	140	6	击杀重型机器人	没有英雄死亡	3分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40101	1	level01_02	Level	1	1	12	40100	第12章	迷失小镇02	0	iconHQ_01			401001,401002	401011						35803	0	0	30	99	9	1620	121051&100&13	110311&30&1	110321&2&1	119997&51&1	119998&10&1	121998&20&1,123001&5&1	6	140	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	b&101012,c&101013	0	
40102	1	level01_02	Level	1	2	12	40101	第12章	迷失小镇03	0	iconHQ_01			401001,401002	401011						35813	0	0	30	99	9	1620	121051&100&13	110311&30&1	110321&2&1	119997&51&1	119998&10&1	121998&20&1,123001&5&1	6	140	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	a&101021,b&101022	0	
40103	1	level01_03	Level	1	3	12	40102	第12章	迷失小镇04	0	iconHQ_01			401031,401032	401039						41224	1	1	30	99	9	1620		110011&30&1	110021&2&1	119997&51&1	119998&10&1	121998&20&1,123001&5&1	6	140	6	击杀全部怪物	收集6颗龙珠	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission16	0	0	
40104	1	level01_02	Level	1	4	12	40103	第12章	迷失小镇05	0	iconHQ_01			401048,401031		401049		101043			41234	0	0	30	99	9	1620	121051&100&13	110011&30&1	110021&2&1	119997&51&1	119998&10&1	121998&20&1,123001&5&1	6	140	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	a&101041,b&101042	0	
40105	1	level01_02	Level	1	5	12	40104	第12章	迷失小镇06	0	iconHQ_01			401001,401002,401054	401011	401053,401052					41244	0	0	30	99	9	1620	121051&100&13	110011&30&1	110021&2&1	119997&51&1	119998&10&1	121998&20&1,123001&5&1	6	140	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40106	1	level01_06	Guard	1	6	12	40105	第12章	迷失小镇07	0	iconHQ_01			401061,401062,401061	401063				401068		43698	1	1	30	99	9	1620		110211&30&1	110221&2&1	119997&51&1	119998&10&1	121998&20&1,123001&5&1	6	140	6	保护魔能水晶	水晶血量高于20%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,魔能水晶已被机器人摧毁！			label_mission15	0	0	
40107	1	level01_02	Level	1	7	12	40106	第12章	迷失小镇08	0	iconHQ_01			401061,401062	401011						43708	0	0	30	99	9	1620	121051&100&13	110211&30&1	110221&2&1	119997&51&1	119998&10&1	121998&20&1,123001&5&1	6	140	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	a&101071	0	
